provisional_work_key,representative_title,catalog_ids,missing_or_conflicting_roles,current_values,candidate_companies,best_confidence,conflict_reason,catalog_entry_count,company_game_impact,source_urls,recommended_next_research,priority
just cause 3,Just Cause 3 [Includes The Weaponized Vehicle Pack],ps4-just-cause-3-includes-the-weaponized-vehicle-pack,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES | MULTI_PRODUCT_REVIEW,5,,https://www.pricecharting.com/game/pal-playstation-4/just-cause-3-includes-the-weaponized-vehicle-pack,Separar los componentes del producto antes de asignar créditos singulares.,4
just sing,Just Sing,ps4-just-sing,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Ubisoft [unresolved] | iNiS [inis],MEDIUM,MISSING_BOTH_CORE_ROLES,1,inis:4,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/443115 | https://store.playstation.com/es-es/product/EP0001-CUSA03451_00-JUSTSINGFULLGAME | https://www.pricecharting.com/game/pal-playstation-4/just-sing | https://www.wikidata.org/wiki/Q26164758,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
kena bridge of spirits,Kena: Bridge of Spirits: Deluxe Edition,ps4-kena-bridge-of-spirits-deluxe-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Ember Lab [unresolved],HIGH,MISSING_BOTH_CORE_ROLES | COMPANY_ENTITY_UNRESOLVED,1,,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/473320 | https://store.playstation.com/es-es/product/EP4609-CUSA25000_00-KENAEUST00000004 | https://store.steampowered.com/app/1954200 | https://www.pricecharting.com/game/pal-playstation-4/kena-bridge-of-spirits-deluxe-edition,Resolver el nombre contra una entidad existente; no crear ni fusionar automáticamente.,4
killing floor double feature,Killing Floor Double Feature,ps4-killing-floor-double-feature,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Tripwire Interactive [tripwire-interactive],MEDIUM,MISSING_BOTH_CORE_ROLES,1,tripwire-interactive:5,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://www.pricecharting.com/game/pal-playstation-4/killing-floor-double-feature,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
kindom hearts hd 1 5 2 5 remix,Kindom Hearts HD 1.5 + 2.5 Remix,ps4-kindom-hearts-hd-1-5-2-5-remix,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
kindom hearts hd 2 8,Kindom Hearts HD 2.8,ps4-kindom-hearts-hd-2-8,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
king of fighters 2002 unlimited match,King Of Fighters 2002 Unlimited Match [Collector's Edition],ps4-king-of-fighters-2002-unlimited-match-collector%27s-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,3,,https://store.playstation.com/es-es/product/EP0576-CUSA04155_00-KOF2002UM0000PS4 | https://www.pricecharting.com/game/pal-playstation-4/king-of-fighters-2002-unlimited-match-collector%27s-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
king of fighters xiii global match,King Of Fighters XIII Global Match [Collector's Edition],ps4-king-of-fighters-xiii-global-match-collector%27s-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,2,,https://store.playstation.com/es-es/product/EP0576-CUSA33147_00-KOF13PS4EU000000 | https://www.pricecharting.com/game/pal-playstation-4/king-of-fighters-xiii-global-match-collector%27s-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
king of fighters xv,King of Fighters XV [Omega Edition],ps4-king-of-fighters-xv-omega-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,3,,https://store.playstation.com/es-es/product/EP0576-CUSA25273_00-KINGOFFIGHTERS15 | https://www.pricecharting.com/game/pal-playstation-4/king-of-fighters-xv-omega-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
kingdom hearts hd 1 5 2 5 remix,Kingdom Hearts HD 1.5 + 2.5 Remix,ps4-kingdom-hearts-hd-15-&#43;-25-remix,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Square Enix [unresolved],HIGH,MISSING_BOTH_CORE_ROLES | COMPANY_ENTITY_UNRESOLVED,2,,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.playstation.com/es-es/product/EP0082-CUSA05786_00-KINGDOMHEART1525 | https://store.steampowered.com/app/2552430 | https://www.pricecharting.com/game/pal-playstation-4/kingdom-hearts-hd-15-+-25-remix,Resolver el nombre contra una entidad existente; no crear ni fusionar automáticamente.,4
kingdom hearts hd 1 5 2 5 remix,Kingdom Hearts HD 1.5 + 2.5 Remix [Limited Edition],ps4-kingdom-hearts-hd-15-&#43;-25-remix-limited-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Square Enix LTD [unresolved] | Square Enix [unresolved],HIGH,MISSING_BOTH_CORE_ROLES | COMPANY_ENTITY_UNRESOLVED,2,,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.playstation.com/es-es/product/EP0082-CUSA05786_00-KINGDOMHEART1525 | https://store.steampowered.com/app/2552430 | https://www.pricecharting.com/game/pal-playstation-4/kingdom-hearts-hd-15-+-25-remix-limited-edition,Resolver el nombre contra una entidad existente; no crear ni fusionar automáticamente.,4
kingdom hearts hd 2 8 final chapter prologue,Kingdom Hearts HD 2.8 Final Chapter Prologue,ps4-kingdom-hearts-hd-28-final-chapter-prologue,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Square Enix [unresolved],HIGH,MISSING_BOTH_CORE_ROLES | COMPANY_ENTITY_UNRESOLVED,2,,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.playstation.com/es-es/product/EP0082-CUSA05787_00-KINGDOMHEARTSX28 | https://store.steampowered.com/app/2552440 | https://www.pricecharting.com/game/pal-playstation-4/kingdom-hearts-hd-28-final-chapter-prologue | https://www.wikidata.org/wiki/Q20973486,Resolver el nombre contra una entidad existente; no crear ni fusionar automáticamente.,4
kingdom hearts hd 2 8 final chapter prologue,Kingdom Hearts HD 2.8 Final Chapter Prologue [Limited Edition],ps4-kingdom-hearts-hd-28-final-chapter-prologue-limited-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Square Enix [unresolved],HIGH,MISSING_BOTH_CORE_ROLES | COMPANY_ENTITY_UNRESOLVED,2,,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.playstation.com/es-es/product/EP0082-CUSA05787_00-KINGDOMHEARTSX28 | https://store.steampowered.com/app/2552440 | https://www.pricecharting.com/game/pal-playstation-4/kingdom-hearts-hd-28-final-chapter-prologue-limited-edition | https://www.wikidata.org/wiki/Q20973486,Resolver el nombre contra una entidad existente; no crear ni fusionar automáticamente.,4
kingdom hearts iii,Kingdom Hearts III [Deluxe Edition],ps4-kingdom-hearts-iii-deluxe-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),SQUARE ENIX [unresolved] | Square Enix [unresolved],HIGH,MISSING_BOTH_CORE_ROLES | COMPANY_ENTITY_UNRESOLVED,2,,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/148141 | https://store.playstation.com/es-es/product/EP0082-CUSA12025_00-KINGDOMHEARTSX30 | https://www.pricecharting.com/game/pal-playstation-4/kingdom-hearts-iii-deluxe-edition | https://www.wikidata.org/wiki/Q3265748,Resolver el nombre contra una entidad existente; no crear ni fusionar automáticamente.,4
kingdom of arcadia,Kingdom of Arcadia,ps4-kingdom-of-arcadia,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,https://store.playstation.com/es-es/product/EP2005-CUSA24195_00-KINGDOMOFARCADIA | https://www.pricecharting.com/game/pal-playstation-4/kingdom-of-arcadia,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
kingdome come deliverance,Kingdome Come Deliverance [Royal Edition],ps4-kingdome-come-deliverance-royal-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES | IDENTIFIER_OR_TITLE_CONFLICT,1,,https://store.playstation.com/es-es/product/EP4062-CUSA15436_00-KCDROYALEDITION0 | https://www.pricecharting.com/game/pal-playstation-4/kingdome-come-deliverance-royal-edition,Resolver primero el identificador y el título exactos de esta ficha.,4
koa and the five pirates of mara,Koa and the Five Pirates of Mara,ps4-koa-and-the-five-pirates-of-mara,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Chibig [unresolved] | Talpa Games [unresolved] | Undercoders [undercoders],MEDIUM,MISSING_BOTH_CORE_ROLES,2,undercoders:4,https://gamesdb.launchbox-app.com/games/details/475848 | https://store.playstation.com/es-es/product/EP3721-CUSA39400_00-1951700463900563 | https://store.steampowered.com/app/1819450 | https://www.pricecharting.com/game/pal-playstation-4/koa-and-the-five-pirates-of-mara,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
koa and the five pirates of mara,Koa and the Five Pirates of Mara [Collector's Edition],ps4-koa-and-the-five-pirates-of-mara-collector%27s-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Chibig [unresolved] | Talpa Games [unresolved] | Undercoders [undercoders],MEDIUM,MISSING_BOTH_CORE_ROLES,2,undercoders:4,https://gamesdb.launchbox-app.com/games/details/475848 | https://store.playstation.com/es-es/product/EP3721-CUSA39400_00-1951700463900563 | https://store.steampowered.com/app/1819450 | https://www.pricecharting.com/game/pal-playstation-4/koa-and-the-five-pirates-of-mara-collector%27s-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
koh lanta,Koh-Lanta,ps4-koh-lanta,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,https://store.playstation.com/es-es/product/EP4295-CUSA27189_00-KOHLANTAPS4000EU | https://www.pricecharting.com/game/pal-playstation-4/koh-lanta,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
kowloon high school chronicle,Kowloon High-School Chronicle [Limited Edition],ps4-kowloon-high-school-chronicle-limited-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),ToyBox inc. [toybox-inc],MEDIUM,MISSING_BOTH_CORE_ROLES,2,toybox-inc:1,https://store.playstation.com/es-es/product/EP4293-CUSA27034_00-KOWLOON0000EU010 | https://store.steampowered.com/app/1053390 | https://www.pricecharting.com/game/pal-playstation-4/kowloon-high-school-chronicle-limited-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
kromaia,Kromaia,ps4-kromaia,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Kraken Empire [unresolved],MEDIUM,MISSING_BOTH_CORE_ROLES,1,,https://gamesdb.launchbox-app.com/games/details/153372 | https://store.playstation.com/es-es/product/EP4034-CUSA03094_00-KROMAIAOMEGA0000 | https://store.steampowered.com/app/285980 | https://www.pricecharting.com/game/pal-playstation-4/kromaia,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
kukoos lost pets,Kukoos Lost Pets,ps4-kukoos-lost-pets,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Petit Fabrik [petit-fabrik] | PetitFabrik [unresolved],HIGH,MISSING_BOTH_CORE_ROLES | COMPANY_ENTITY_UNRESOLVED,1,petit-fabrik:2,https://gamesdb.launchbox-app.com/games/details/475864 | https://store.playstation.com/es-es/product/EP1877-CUSA36593_00-KUKOOSBASEGAME00 | https://store.steampowered.com/app/1468250 | https://www.pricecharting.com/game/pal-playstation-4/kukoos-lost-pets,Resolver el nombre contra una entidad existente; no crear ni fusionar automáticamente.,4
kyurinaga s revenge,Kyurinaga's Revenge,ps4-kyurinaga%27s-revenge,developer | physical_publisher,developer=(empty); physical_publisher=(empty),RECOTechnology [unresolved] | Reco Technology [reco-technology] | Recotechnology S.L. [recotechnology-s-l],MEDIUM,MISSING_BOTH_CORE_ROLES,1,reco-technology:2 | recotechnology-s-l:4,https://gamesdb.launchbox-app.com/games/details/446564 | https://store.playstation.com/es-es/product/EP8904-CUSA04413_00-0000000000000003 | https://store.steampowered.com/app/529580 | https://www.pricecharting.com/game/pal-playstation-4/kyurinaga%27s-revenge | https://www.wikidata.org/wiki/Q114881700,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
l o l surprise b b s born to travel,L.O.L. Surprise! B.B.s BORN TO TRAVEL,ps4-lol-surprise-bbs-born-to-travel,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Xaloc Studios [xaloc-studios],MEDIUM,MISSING_BOTH_CORE_ROLES | IDENTIFIER_OR_TITLE_CONFLICT,1,xaloc-studios:3,https://store.playstation.com/es-es/product/EP3678-CUSA31188_00-LOLBASEGAME00001 | https://store.steampowered.com/app/1785270 | https://www.pricecharting.com/game/pal-playstation-4/lol-surprise-bbs-born-to-travel,Resolver primero el identificador y el título exactos de esta ficha.,4
la mulana 1 and 2,La-Mulana 1 & 2,ps4-la-mulana-1-&amp;-2,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,3,,https://www.pricecharting.com/game/pal-playstation-4/la-mulana-1-&-2,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
la mulana 1 and 2,La-Mulana 1 & 2 [Hidden Treasures Edition],ps4-la-mulana-1-&amp;-2-hidden-treasures-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),NIS America [unresolved] | Nigoro [nigoro],MEDIUM,MISSING_BOTH_CORE_ROLES,3,nigoro:1,https://www.pricecharting.com/game/pal-playstation-4/la-mulana-1-&-2-hidden-treasures-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
la mulana 1 and 2,La-Mulana 1 & 2 [Standard Edition],ps4-la-mulana-1-&amp;-2-standard-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,3,,https://www.pricecharting.com/game/pal-playstation-4/la-mulana-1-&-2-standard-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
langrisser i and ii,Langrisser I & II,ps4-langrisser-i-&amp;-ii,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Chara-ani Corporation [unresolved],MEDIUM,MISSING_BOTH_CORE_ROLES | IDENTIFIER_OR_TITLE_CONFLICT,2,,https://gamesdb.launchbox-app.com/games/details/473472 | https://store.playstation.com/es-es/product/EP1063-CUSA16130_00-LANGRISSERONETWO | https://store.steampowered.com/app/1060220 | https://www.pricecharting.com/game/pal-playstation-4/langrisser-i-&-ii,Resolver primero el identificador y el título exactos de esta ficha.,4
langrisser i and ii,Langrisser I & II [Limited Edition],ps4-langrisser-i-&amp;-ii-limited-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Chara-ani Corporation [unresolved],MEDIUM,MISSING_BOTH_CORE_ROLES,2,,https://gamesdb.launchbox-app.com/games/details/473472 | https://store.playstation.com/es-es/product/EP1063-CUSA16130_00-LANGRISSERONETWO | https://store.steampowered.com/app/1060220 | https://www.pricecharting.com/game/pal-playstation-4/langrisser-i-&-ii-limited-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
lapis x labyrinth,Lapis X Labyrinth [Limited Edition],ps4-lapis-x-labyrinth-limited-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),NIS America [unresolved] | Nippon Ichi Software [unresolved] | Nippon Ichi [nippon-ichi],HIGH,MISSING_BOTH_CORE_ROLES | COMPANY_ENTITY_UNRESOLVED,2,nippon-ichi:3,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/475869 | https://store.playstation.com/es-es/product/EP1063-CUSA14697_00-LAPISLABYRINTHEU | https://www.pricecharting.com/game/pal-playstation-4/lapis-x-labyrinth-limited-edition,Resolver el nombre contra una entidad existente; no crear ni fusionar automáticamente.,4
last blade 2,Last Blade 2 [Collector's Edition],ps4-last-blade-2-collector%27s-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,2,,https://www.pricecharting.com/game/pal-playstation-4/last-blade-2-collector%27s-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
lawn mowing simulator landmark edition,Lawn Mowing Simulator: Landmark Edition,ps4-lawn-mowing-simulator-landmark-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,https://www.pricecharting.com/game/pal-playstation-4/lawn-mowing-simulator-landmark-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
le tour de france 2017,Le Tour de France 2017,ps4-le-tour-de-france-2017,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,https://www.pricecharting.com/game/pal-playstation-4/le-tour-de-france-2017,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
le tour de france season 2014,Le Tour de France Season 2014,ps4-le-tour-de-france-season-2014,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,https://www.pricecharting.com/game/pal-playstation-4/le-tour-de-france-season-2014,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
le tour de france season 2015,Le Tour de France Season 2015,ps4-le-tour-de-france-season-2015,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,https://www.pricecharting.com/game/pal-playstation-4/le-tour-de-france-season-2015,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
le tour de france season 2018,Le Tour de France Season 2018,ps4-le-tour-de-france-season-2018,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,https://www.pricecharting.com/game/pal-playstation-4/le-tour-de-france-season-2018,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
left alive,Left Alive [Mech Edition],ps4-left-alive-mech-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Square Enix [unresolved],HIGH,MISSING_BOTH_CORE_ROLES | COMPANY_ENTITY_UNRESOLVED,2,,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/192012 | https://store.playstation.com/es-es/product/EP0082-CUSA11201_00-MECH000000000000 | https://store.steampowered.com/app/714370 | https://www.pricecharting.com/game/pal-playstation-4/left-alive-mech-edition | https://www.wikidata.org/wiki/Q40808912,Resolver el nombre contra una entidad existente; no crear ni fusionar automáticamente.,4
legend of heroes trails from zero,Legend of Heroes: Trails from Zero [Limited Edition],ps4-legend-of-heroes-trails-from-zero-limited-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,2,,https://store.playstation.com/es-es/product/EP1063-CUSA28935_00-ZEROCROSSBELLKAI | https://www.pricecharting.com/game/pal-playstation-4/legend-of-heroes-trails-from-zero-limited-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
legend of heroes trails of cold steel 2,Legend of Heroes : Trails of Cold Steel 2,ps4-legend-of-heroes-trails-of-cold-steel-2,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,https://store.playstation.com/es-es/product/EP4492-CUSA12471_00-EDSENNOKISEKI1ST,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
legendary eleven,Legendary Eleven,ps4-legendary-eleven,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Eclipse Games [eclipse-games],LOW,MISSING_BOTH_CORE_ROLES,1,eclipse-games:1,https://store.playstation.com/es-es/product/EP1704-CUSA11899_00-LEGENDARYELEVEN0 | https://www.pricecharting.com/game/pal-playstation-4/legendary-eleven | https://www.wikidata.org/wiki/Q107026351,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
lego 2k drive,LEGO 2K Drive,ps4-lego-2k-drive,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Visual Concepts [unresolved],MEDIUM,MISSING_BOTH_CORE_ROLES,2,,https://gamesdb.launchbox-app.com/games/details/473474 | https://store.playstation.com/es-es/product/EP1001-CUSA34255_00-00000ARTEMISSIEE | https://store.steampowered.com/app/1451810 | https://www.pricecharting.com/game/pal-playstation-4/lego-2k-drive | https://www.wikidata.org/wiki/Q117304813,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
lego 2k drive,LEGO 2K Drive [Awesome Edition],ps4-lego-2k-drive-awesome-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Visual Concepts [unresolved],MEDIUM,MISSING_BOTH_CORE_ROLES,2,,https://gamesdb.launchbox-app.com/games/details/473474 | https://store.playstation.com/es-es/product/EP1001-CUSA34255_00-00000ARTEMISSIEE | https://store.steampowered.com/app/1451810 | https://www.pricecharting.com/game/pal-playstation-4/lego-2k-drive-awesome-edition | https://www.wikidata.org/wiki/Q117304813,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
lego batman 3 mas alla de gotham,Lego Batman 3 : Más allá de Gotham PS HITS,ps4-lego-batman-3-mas-alla-de-gotham-ps-hits,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
lego coleccion harry potter,Lego Colección Harry Potter,ps4-lego-coleccion-harry-potter,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
lego dc super villanos,Lego DC Super Villanos,ps4-lego-dc-super-villanos,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,https://store.playstation.com/es-es/product/EP1018-CUSA11550_00-LEGODCVILLAINS00,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
lego el hobbit,Lego El Hobbit,ps4-lego-el-hobbit,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,https://store.playstation.com/es-es/product/EP1018-CUSA00355_00-LEGOHOBBIT000000,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
lego jurassic world amazon,LEGO Jurassic World [Amazon],ps4-lego-jurassic-world-amazon,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,https://store.playstation.com/es-es/product/EP1018-CUSA01688_00-LEGOJWDEMO000001 | https://www.pricecharting.com/game/pal-playstation-4/lego-jurassic-world-amazon,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
lego la lego pelicula,Lego La Lego Película,ps4-lego-la-lego-pelicula,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
lego la lego pelicula 2,Lego La Lego Película 2,ps4-lego-la-lego-pelicula-2,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
lego los increibles,Lego Los Increibles,ps4-lego-los-increibles,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
lego marvel s avengers,LEGO Marvel's Avengers [Figure Bundle],ps4-lego-marvel%27s-avengers-figure-bundle,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES | MULTI_PRODUCT_REVIEW,2,,https://www.pricecharting.com/game/pal-playstation-4/lego-marvel%27s-avengers-figure-bundle,Separar los componentes del producto antes de asignar créditos singulares.,4
lego movie 2 videogame,LEGO Movie 2 Videogame [Limited Edition],ps4-lego-movie-2-videogame-limited-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,2,,https://store.playstation.com/es-es/product/EP1018-CUSA13509_00-THELEGOMOVIE2019 | https://www.pricecharting.com/game/pal-playstation-4/lego-movie-2-videogame-limited-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
lego star wars el despertar de la fuerza,Lego Star Wars : El despertar de la fuerza,ps4-lego-star-wars-el-despertar-de-la-fuerza,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
lego the hobbit,LEGO The Hobbit [Figure Bundle],ps4-lego-the-hobbit-figure-bundle,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES | MULTI_PRODUCT_REVIEW,2,,https://www.pricecharting.com/game/pal-playstation-4/lego-the-hobbit-figure-bundle,Separar los componentes del producto antes de asignar créditos singulares.,4
lego vengadores,Lego Vengadores,ps4-lego-vengadores,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
lemon cake,Lemon Cake,ps4-lemon-cake,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Cozy Bee Games [unresolved] | Éloïse Laroche [unresolved],MEDIUM,MISSING_BOTH_CORE_ROLES,1,,https://gamesdb.launchbox-app.com/games/details/473411 | https://store.playstation.com/es-es/product/EP4541-CUSA33487_00-LEMONCAKEEU00000 | https://store.steampowered.com/app/1338330 | https://www.pricecharting.com/game/pal-playstation-4/lemon-cake | https://www.wikidata.org/wiki/Q116757072,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
les sisters show devant,Les Sisters: Show Devant,ps4-les-sisters-show-devant,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,https://www.pricecharting.com/game/pal-playstation-4/les-sisters-show-devant,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
let s build a zoo,Let's Build A Zoo,ps4-let%27s-build-a-zoo,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Springloaded [unresolved],MEDIUM,MISSING_BOTH_CORE_ROLES,1,,https://gamesdb.launchbox-app.com/games/details/473434 | https://store.playstation.com/es-es/product/EP3999-CUSA32144_00-0000000000000000 | https://store.steampowered.com/app/1547890 | https://www.pricecharting.com/game/pal-playstation-4/let%27s-build-a-zoo | https://www.wikidata.org/wiki/Q109556234,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
let s sing 2016,Let's Sing 2016,ps4-let%27s-sing-2016,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Voxler SAS [voxler],LOW,MISSING_BOTH_CORE_ROLES,1,voxler:9,https://gamesdb.launchbox-app.com/games/details/473412 | https://store.playstation.com/es-es/product/EP4062-CUSA02146_00-UNITYLETSSING000 | https://www.pricecharting.com/game/pal-playstation-4/let%27s-sing-2016 | https://www.wikidata.org/wiki/Q56670451,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
